theta_deg,mode,energy_keV,ff_cm2_g,pp_cm2_g,absorption_cm2_g,scattering_cm2_g,total_cm2_g
5.0,1,2.4755076879231703,0.0035074101641926533,3.5259496474399034e-9,0.0035074136901423005,0.00029785847255759984,0.0038052721626999006
5.0,1,2.505478155613903,0.0034454832816315376,3.392624130940957e-9,0.0034454866742556684,0.0003048418710820286,0.003750328545337697
5.0,1,2.5358114696565117,0.0033849035689771023,3.264706554937409e-9,0.0033849068336836573,0.00031202343499164197,0.003696930268675299
5.0,1,2.56651202295792,0.003325631427456844,3.1419604412144083e-9,0.0033256345694172855,0.00031940853422931327,0.003645043103646599
5.0,1,2.597584261609083,0.00326762855085762,3.024160730392171e-9,0.0032676315750183502,0.0003270026637806751,0.0035946342387990255
5.0,1,2.6290326855288755,0.003210817585823336,2.9110931625576455e-9,0.0032108204969164985,0.00033481144256864733,0.003545631939485146
5.0,1,2.6608618491157707,0.003155252206395618,2.8025536956712004e-9,0.0031552550089493136,0.0003428406118794349,0.0034980956208287483
5.0,1,2.693076361907421,0.003100870395776245,2.6983479591753765e-9,0.003100873094124204,0.0003510960332696685,0.003451969127393873
5.0,1,2.7256808892482094,0.0030475850027062118,2.5982907404207455e-9,0.0030475876009969523,0.00035958368590424265,0.003407171286901195
5.0,1,2.7586801529648963,0.002995394420211373,2.5022055017050897e-9,0.0029953969224168746,0.00036830966326856246,0.003363706585685437
5.0,1,2.7920789320504364,0.0029442667622251333,2.409923925882184e-9,0.002944269172149059,0.00037728016919766474,0.003321549341346724
5.0,1,2.825882063356079,0.0028941710230633117,2.3212854886476266e-9,0.0028941733443488002,0.0003865015131604674,0.0032806748575092675
5.0,1,2.8600944422918473,0.0028450770315734146,2.2361370557466193e-9,0.0028450792677104705,0.0003959801047346208,0.0032410593724450914
5.0,1,2.894721023535498,0.0027969554080831175,2.154332503475389e-9,0.002796957562415621,0.00040572244720468037,0.0032026800096203014
5.0,1,2.929766821750062,0.0027497775240322804,2.0757323609650505e-9,0.0027497795997646415,0.00041573513021347236,0.003165514729978114
5.0,1,2.9652369123100746,0.0027035154641828953,2.0002034728451553e-9,0.0027035174643863682,0.00042602482139351126,0.0031295422857798797
5.0,1,3.0011364320365983,0.0026581489767827345,1.927618680982711e-9,0.0026581509044014155,0.00043659825690426995,0.0030947491613056853
5.0,1,3.0374705799411417,0.002613629617559335,1.8578565240856928e-9,0.002613631475415859,0.0004474622307980236,0.0030610937062138825
5.0,1,3.0742446179785885,0.002569953971253564,1.7908009540448908e-9,0.002569955762054518,0.0004586235831356446,0.003028579345190163
5.0,1,3.1114638718092387,0.0025270889984558417,1.726341067964795e-9,0.0025270907247969096,0.00047008918677574155,0.002997179911572651
5.0,1,3.1491337315700765,0.002485009718597708,1.6643708549107961e-9,0.002485011382968563,0.0004818659327549992,0.0029668773157235625
5.0,1,3.187259652655379,0.002443692139254023,1.6047889564626249e-9,0.00244369374404298,0.0004939607141855524,0.002937654458228532
5.0,1,3.225847156506771,0.0024031123135486317,1.5474984402310052e-9,0.002403113861047072,0.000506380408589917,0.002909494269636989
5.0,1,3.2649018314128466,0.0023632469527307075,1.4924065855490645e-9,0.002363248445137293,0.0005191318586021984,0.0028823803037394914
5.0,1,3.304429333318472,0.0023240732462523343,1.4394246806051361e-9,0.002324074685677015,0.0005322218509667503,0.0028562965366437654
5.0,1,3.3444353866438887,0.002285568846563435,1.3884678303343107e-9,0.0022855702350312655,0.0005456570937688336,0.002831227328800099
5.0,1,3.3849257851137264,0.002247711856027264,1.3394547744301983e-9,0.0022477131954820387,0.0005594441918442703,0.002807157387326309
5.0,1,3.425906392596061,0.002210480815942392,1.2923077148843003e-9,0.002210482108250107,0.000573589620317589,0.0027840717285676957
5.0,1,3.4673831439516247,0.0021738546976888097,1.2469521524977575e-9,0.0021738559446409624,0.000588099696235677,0.0027619556408766395
5.0,1,3.509362045893302,0.002137812895990375,1.2033167318501328e-9,0.002137814099307107,0.0006029805482704219,0.002740794647577529
5.0,1,3.5518491778560266,0.002102335224312917,1.1613330942421973e-9,0.0021023363856460114,0.0006182380844858406,0.002720574470131852
5.0,1,3.5948506928772135,0.002067401912390775,1.1209357381643364e-9,0.002067403033326513,0.0006338779581762104,0.0027012809915027236
5.0,1,3.638372818487849,0.0020329936076816475,1.0820618868707284e-9,0.002032994689743534,0.0006499055318066919,0.0026829002215502263
5.0,1,3.6824218576143704,0.0019990913639463394,1.0446513626682387e-9,0.001999092408597702,0.0006663258391088086,0.002665418247706511
5.0,1,3.7270041894914616,0.0019656766748583987,1.0086464675554036e-9,0.0019656776835048663,0.0006831435454070045,0.002648821228911871
5.0,1,3.772126270585902,0.001932731453089935,9.739918698706117e-10,0.0019327324270818048,0.0007003629062832973,0.0026330953333651022
5.0,1,3.817794635531602,0.0019002380470817004,9.406344966319493e-10,0.001900238987716197,0.0007179877247145152,0.002618226712430712
5.0,1,3.8640158980759525,0.0018681792511805711,9.085234312717486e-10,0.0018681801597040023,0.0007360213068521454,0.0026042014665561474
5.0,1,3.9107967520376388,0.0018365383177510386,8.776098164892193e-10,0.001836539195360855,0.0007544664166456888,0.002591005612006544
5.0,1,3.9581439722760456,0.0018052989711925412,8.478467619619081e-10,0.0018052998190393032,0.0007733252295517225,0.0025786250485910255
5.0,1,4.006064415672402,0.0017744291294263304,8.191892566739422e-10,0.001774429948615587,0.0007925992856073992,0.0025670292342229862
5.0,1,4.054565022122804,0.0017439623931328181,7.915940856347574e-10,0.0017439631847269038,0.0008122894421847473,0.0025562526269116512
5.0,1,4.103652815543254,0.001713835121401319,7.650197507759923e-10,0.0017138358864210697,0.0008323958267830195,0.002546231713204089
5.0,1,4.1533349048868775,0.0016840493956352663,7.394263958268315e-10,0.001684050135061662,0.0008529177902603244,0.0025369679253219863
5.0,1,4.203618485173448,0.0016545915695091254,7.147757349812008e-10,0.0016545922842848603,0.0008738538609333082,0.0025284461452181684
5.0,1,4.254510838531378,0.0016254485859736887,6.910309851792785e-10,0.001625449277004674,0.0008952017000247247,0.0025206509770293985
5.0,1,4.306019335252329,0.0015966080006492018,6.681568018370076e-10,0.0015966086688060036,0.0009169580589576741,0.0025135667277636775
5.0,1,4.358151434858581,0.0015680580056835521,6.461192178646328e-10,0.00156805865180277,0.0009391187390365362,0.0025071773908393064
5.0,1,4.410914687183332,0.001539787453767483,6.24885585823563e-10,0.0015397880786530687,0.0009616785540716164,0.002501466632724685
5.0,1,4.464316733464075,0.001511785881980139,6.04424523077055e-10,0.001511786486404662,0.000984631296526714,0.002496417782931376
5.0,1,4.518365307449209,0.0014840435351091,5.847058597960673e-10,0.00148404411981496,0.0010079697077768285,0.0024920138275917885
5.0,1,4.573068236518052,0.001456551388069934,5.65700589686273e-10,0.0014565519537705237,0.0010316854530665475,0.002488237406837071
5.0,1,4.628433442814409,0.001429301167032253,5.473808233062281e-10,0.0014293017144130764,0.001055769101751963,0.0024850708161650394
5.0,1,4.684468944393867,0.001402285368847117,5.297197438498887e-10,0.0014022858985668608,0.0010802101133917173,0.002482496011958578
5.0,1,4.74118285638498,0.0013754952146572946,5.126915652694058e-10,0.0013754957273488598,0.001104996830220072,0.002480492557568932
5.0,1,4.798583392164514,0.0013489289485941489,4.962714926160054e-10,0.0013489294448656415,0.001130116476497617,0.0024790459213632583
5.0,1,4.856678864546912,0.001322579409157826,4.804356844784583e-10,0.0013225798895935106,0.0011555551651799651,0.002478135054773476
5.0,1,4.915477686988173,0.0012964423166386177,4.6516121739997155e-10,0.0012964427817998352,0.0011812979122775508,0.002477740694077386
5.0,1,4.974988374804292,0.0012705202640111374,4.504260521552674e-10,0.0012705207144371896,0.0012073286592074713,0.002477849373644661
5.0,1,5.0352195464044645,0.0012447924306880423,4.3620900177083935e-10,0.0012447928668970442,0.0012336303033409182,0.002478423170237962
5.0,1,5.096179924539209,0.0012192752945015747,4.224897011720786e-10,0.001219275716991276,0.0012601847368661353,0.002479460453857411
5.0,1,5.15787833756361,0.0011939617531687271,4.0924857834262126e-10,0.0011939621624173055,0.0012869728939598796,0.002480935056377185
5.0,1,5.220323720715853,0.0011688516306407582,3.9646682688229673e-10,0.001168852027107585,0.001313974806170029,0.002482826833277614
5.0,1,5.283525117411227,0.0011439455367646967,3.8412637985239655e-10,0.0011439459208910764,0.0013411696657730616,0.002485115586664138
5.0,1,5.3474916805518165,0.0011192448440934817,3.7220988479910756e-10,0.0011192452163033665,0.0013685358967649068,0.002487781113068273
5.0,1,5.412232673852023,0.001094752534945547,3.607006798491211e-10,0.0010947528956462267,0.0013960512330191107,0.002490804128665337
5.0,1,5.477757473180154,0.0010704695309387857,3.495827707750763e-10,0.0010704698805215564,0.0014236928030264035,0.00249416268354796
5.0,1,5.544075567916247,0.001046400322080142,3.38840808932823e-10,0.0010464006609209508,0.001451437220528191,0.002497837881449142
5.0,1,5.611196562326334,0.0010225490005436517,3.284600699776094e-10,0.0010225493290037216,0.0014792606802507264,0.002501810009254448
5.0,1,5.679130176953336,0.0009989202310593441,3.1842643327208484e-10,0.0009989205494857773,0.0015071390578580476,0.002506059607343825
5.0,1,5.747886250024813,0.0009601731638616132,4.788077990370063e-10,0.0009601736426694123,0.0015024920078701921,0.0024626656505396046
5.0,1,5.81747473887774,0.0009040094941693379,4.6173774752949607e-10,0.0009040099559070855,0.0014749460430114535,0.002378955998918539
5.0,1,5.887905721400548,0.0008508590627456975,4.4527613366447175e-10,0.0008508595080218311,0.0014474325362578255,0.0022982920442796567
5.0,1,5.959189397492607,0.0008005823195157338,4.2940184374446487e-10,0.0008005827489175776,0.0014199760606169478,0.0022205588095345254
5.0,1,6.031336090541397,0.000753044852780919,4.1409450040201195e-10,0.0007530452668754195,0.0013926009885872079,0.0021456462554626274
5.0,1,6.104356248917546,0.0007081172341173159,3.9933443106969243e-10,0.000708117633451747,0.0013653313885170252,0.002073449021968772
5.0,1,6.17826044748798,0.000665674872544834,3.851026382284921e-10,0.0006656752576474723,0.0013381909240297212,0.0020038661816771932
5.0,1,6.253059389147385,0.0006255978769947146,3.713807713678161e-10,0.000625598248375486,0.00131120275747928,0.001936801005854766
5.0,1,6.328763906368215,0.0005877709261237127,3.58151100586938e-10,0.0005877712842748133,0.001284389458341983,0.0018721607426167963
5.0,1,6.405384962769464,0.000552083144547742,3.453964917643413e-10,0.0005520834899442338,0.0012577729173588023,0.0018098564073030362
5.0,1,6.482933654704429,0.0005184279846057364,3.3310038321840415e-10,0.0005184283177061196,0.00123137426714607,0.0017498025848521896
5.0,1,6.561421212867697,0.0004867031128109221,3.2124676378036945e-10,0.0004867034340576859,0.001205213809881198,0.0016919172439388839
5.0,1,6.640859003921588,0.0004568103002044987,3.0982015219862236e-10,0.0004568106100246509,0.0011793109525583545,0.0016361215625830053
5.0,1,6.721258532142292,0.000428655406144213,2.9880557779206633e-10,0.00042865570494979077,0.0011536841501943837,0.0015823398551441745
5.0,1,6.802631441085924,0.00040214790762260245,2.8818856226970663e-10,0.0004021481958111647,0.0011283508572280257,0.0015304990530391905
5.0,1,6.8849895152747695,0.00037720135496181387,2.779551026338901e-10,0.0003772016329169165,0.0011033274872610554,0.001480529120177972
5.0,1,6.96834468190392,0.00035373289557327623,2.680916550854068e-10,0.00035373316366493134,0.0010786293811518822,0.0014323625448168136
5.0,1,7.052709012568594,0.0003316632688840445,2.585851198503715e-10,0.0003316635274691643,0.0010542707833770524,0.0013859343108462167
5.0,1,7.1380947250123565,0.0003109167075145758,2.49422826851122e-10,0.00031091695693740264,0.00103026482647488,0.0013411817834122826
5.0,1,7.224514184896504,0.0002914208388615578,2.405925221461755e-10,0.00029142107945407997,0.0010066235232811022,0.001298044602735182
5.0,1,7.311979907590881,0.0002731065868886637,2.3208235506791288e-10,0.0002731068189710188,0.0009833577666057793,0.001256464585576798
5.0,1,7.400504559986363,0.0002559080739894975,2.2388086599043593e-10,0.00025590829787036347,0.0009604773359131251,0.0012163856337834885
5.0,1,7.490100962329299,0.00023976252285381444,2.1597697466448198e-10,0.0002397627388307891,0.0009379909105255108,0.0011777536493562998
5.0,1,7.580782090078149,0.00022460928154443636,2.083599690607288e-10,0.00022460948990440542,0.0009159060888132958,0.0011405155787177013
5.0,1,7.672561075782604,0.0002103933313530919,2.0101949466771224e-10,0.00021039353237258657,0.000894229412813318,0.0011046229451859046
5.0,1,7.765451210985471,0.00019705962755295657,1.9394554419536626e-10,0.00019705982149850076,0.0008729663976886154,0.0010700262191871161
5.0,1,7.859465948147552,0.0001845568119306552,1.871284476401036e-10,0.00018455699905910283,0.000852121565435456,0.0010366785644945588
5.0,1,7.954618902595853,0.00017283613734644013,1.805588626721902e-10,0.0001728363179053028,0.000831698482245794,0.001004534800151097
5.0,1,8.050923854495379,0.0001618518029903729,1.7422776531083054e-10,0.0001618519772181382,0.0008116997989399409,0.0009735517761580791
5.0,1,8.14839475084478,0.0001515590587899866,1.6812644085681162e-10,0.00015155922691642746,0.000792127293893885,0.0009436865208103125
5.0,1,8.247045707496188,0.00014191692124854833,1.6224647505697788e-10,0.00014191708349502337,0.0007729819179296903,0.0009148990014247137
5.0,1,8.346891011199476,0.00013288612527966346,1.5657974547853372e-10,0.00013288628185940894,0.0007542638406371712,0.0008871501224965801
5.0,1,8.447945121671294,0.00012442954057497444,1.5111841307507667e-10,0.00012442969169338753,0.000735972497657344,0.0008604021893507316
5.0,1,8.55022267368914,0.00011651207382895216,1.458549139293821e-10,0.0001165122196838661,0.0007181066384684376,0.0008346188581523036
5.0,1,8.653738479210778,0.00010910061471795924,1.407819511611652e-10,0.0001091007554999104,0.0007006643742784899,0.0008097651297784003
5.0,1,8.758507529519335,0.00010216987236906975,1.3589248699048008e-10,0.00010217000826155674,0.0006836432256416328,0.0007858132339031896
5.0,1,8.864544997394349,9.567234432835015e-5,1.3117973494999162e-10,9.56724755080851e-5,0.0006670401694853547,0.0007627126449934398
5.0,1,8.971866239309112,8.959826451601608e-5,1.266371522411129e-10,8.959839115316832e-5,0.0006508516852461961,0.0007404500763993644
5.0,1,9.080486797654611,8.391543994260498e-5,1.2225843223088917e-10,8.391556220103721e-5,0.0006350737998746124,0.0007189893620756496
5.0,1,9.190422402990402,7.859922245690157e-5,1.180374970877754e-10,7.859934049439866e-5,0.0006197021314896257,0.0006983014719840244
5.0,1,9.301688976322719,7.36264204707866e-5,1.139684905557141e-10,7.362653443927715e-5,0.0006047319315158637,0.0006783584659551409
5.0,1,9.414302631410177,6.897522442530893e-5,1.1004577086665707e-10,6.897533447107979e-5,0.0005901581251482628,0.0006591334596193426
5.0,1,9.528279677097387,6.462513482564842e-5,1.062639037925427e-10,6.462524108955221e-5,0.0005759753500477677,0.0006406005911373199
5.0,1,9.643636619676828,6.055689288457417e-5,1.0261765583801213e-10,6.055699550223001e-5,0.000562177993171432,0.000622734988673662
5.0,1,9.760390165279295,5.675240908013064e-5,9.910198757563694e-11,5.6752508182118214e-5,0.0005487602256921445,0.0006055127338742627
5.0,1,9.878557222293313,5.3194717931107324e-5,9.571204712543127e-11,5.319481364315445e-5,0.00053571603596437,0.0005889108496075245
5.0,1,9.99815490381382,4.9867888399679426e-5,9.244316378059258e-11,4.986798084284321e-5,0.0005230392605322991,0.0005729072413751423
5.0,1,10.119200530120512,4.675698374032304e-5,8.929084178124827e-11,4.675707303116482e-5,0.0005107236131819523,0.0005574806862131171
5.0,1,10.241711631186194,4.3848000677530193e-5,8.625075423785285e-11,4.384808692828443e-5,0.0004987627120566237,0.0005426107989849081
5.0,1,10.365705949215473,4.11278157663803e-5,8.33187372057257e-11,4.11278990851175e-5,0.0004871501048798673,0.0005282780039649848
5.0,1,10.491201441214221,3.858413427063374e-5,8.049078391180906e-11,3.858421476141765e-5,0.00047587929231976075,0.0005144635070811784
5.0,1,10.618216281590126,3.620544150584e-5,7.7763039134589e-11,3.620551926887913e-5,0.0004649437495646489,0.000501149268833528
5.0,1,10.746768864784725,3.3980956586030856e-5,7.513179373762329e-11,3.3981031717824594e-5,0.00045433694616194687,0.0004883179778797715
5.0,1,10.876877807937321,3.190058850858593e-5,7.259347935689357e-11,3.1900661102065286e-5,0.0004440523641969554,0.00047595302529902073
5.0,1,11.008561953581127,2.9954894506608505e-5,7.014466324180075e-11,2.9954964651271746e-5,0.00043408351488590126,0.000464038479537173
5.0,1,11.141840372372076,2.8135040594098654e-5,6.778204324923891e-11,2.8135108376141904e-5,0.00042442395365410875,0.0004525590620302507
5.0,1,11.276732365850648,2.643276422741324e-5,6.550244298992203e-11,2.643282972985623e-5,0.00041506729378630803,0.00044150012351616425
5.0,1,11.413257469237141,2.484033900363053e-5,6.330280712573957e-11,2.4840402306437654e-5,0.0004060072187244635,0.0004308476210309012
5.0,1,11.551435454260798,2.335054131567399e-5,6.118019681664816e-11,2.3350602495870806e-5,0.00039723749309582447,0.00042058809559169526
5.0,1,11.691286332023152,2.1956618883068156e-5,5.913178531528937e-11,2.195667801485347e-5,0.00038875197254714845,0.0004107086505620019
5.0,1,11.83283035589608,2.065226107777092e-5,5.715485370730809e-11,2.0652318232624627e-5,0.0003805446124706089,0.00040119693070323354
5.0,1,11.976088024454901,1.943157096406517e-5,5.524678679502633e-11,1.9431626210851962e-5,0.000372609475688551,0.00039204110189940296
5.0,1,12.121080084447017,1.828904220795899e-5,5.340506912199826e-11,1.8289095613028112e-5,0.0003649407391804134,0.0003832298347934415
5.0,1,12.26782753379648,1.721952046632463e-5,5.162728113570143e-11,1.7219572093605764e-5,0.00035753269991592646,0.0003747522720095322
5.0,1,12.416351624644928,1.6218202363548288e-5,4.9911095485518686e-11,1.6218252274643774e-5,0.0003503797798703793,0.00036659803214502307
5.0,1,12.566673866429358,1.5280597650001455e-5,4.82542734529598e-11,1.528064590427491e-5,0.00034347653028077193,0.0003587571761850468
5.0,1,12.718816028997141,1.4402512948399202e-5,4.665466151101306e-11,1.4402559603060714e-5,0.00033681763521285096,0.0003512201948159117
5.0,1,12.872800145758758,1.3580032463636817e-5,4.5110188009364465e-11,1.3580077573824826e-5,0.0003303979144928734,0.00034397799206669824
5.0,1,13.028648516878704,1.2809425588371565e-5,4.361885998218009e-11,1.2809469207231547e-5,0.00032421232606299577,0.00033702179527022734
5.0,1,13.186383712505028,1.2087439857864971e-5,4.217876007507371e-11,1.2087482036625045e-5,0.0003182559678126619,0.000330343449849287
5.0,1,13.34602857603797,1.1410849890523986e-5,4.078804358785271e-11,1.1410890678567574e-5,0.00031252407893717245,0.00032393496961574
5.0,1,13.507606227438163,1.0776569821599202e-5,3.944493562959609e-11,1.0776609266534832e-5,0.00030701204086809787,0.0003177886501346327
5.0,1,13.6711400665749,1.0181883503563638e-5,3.814772838262381e-11,1.0181921651292021e-5,0.000301715377819911,0.00031189729947120304
5.0,1,13.836653776614925,9.624197919778704e-6,3.689477847191946e-11,9.624234814557175e-6,0.0002966297569940287,0.00030625399180858587
5.0,1,14.004171327452267,9.101092524402217e-6,3.5684504436585335e-11,9.101128208906655e-6,0.00029175098847803127,0.00030085211668693794
5.0,1,14.173716979179577,8.61030780635094e-6,3.451538429993439e-11,8.610342321735239e-6,0.0002870750248741938,0.00029568536719592906
5.0,1,14.345315285601513,8.149734593958919e-6,3.338595323486799e-11,8.149767979912153e-6,0.00028259796069016424,0.00029074772867007637
5.0,1,14.518991097790648,7.71740405517509e-6,3.22948013212353e-11,7.717436349976411e-6,0.00027831603152233956,0.00028603346787231597
5.0,1,14.694769567686429,7.311478350465876e-6,3.124057139191956e-11,7.3115095910372686e-6,0.0002742256130582142,0.00028153712264925143
5.0,1,14.872676151737718,6.930241897979506e-6,3.02219569644685e-11,6.930272119936471e-6,0.0002703232199253245,0.000277253492045261
5.0,1,15.05273661458942,6.572093212593609e-6,2.9237700255133906e-11,6.572122450293864e-6,0.0002666055044060134,0.00027317762685630725
5.0,1,15.234977032813754,6.2355640783179605e-6,2.828659027228329e-11,6.235592364908233e-6,0.00026306925504434334,0.00026930484740925154
5.0,1,15.419423798686685,5.9192106834520275e-6,2.736746098619428e-11,5.919238050913014e-6,0.00025971139516057807,0.0002656306332114911
5.0,1,15.606103624010098,5.621713767475636e-6,2.6479189572337584e-11,5.6217402466652076e-6,0.00025652898129266936,0.0002621507215393346
5.0,1,15.79504354398022,5.34192678005818e-6,2.5620694725327658e-11,5.3419524007529055e-6,0.00025351920158066065,0.00025886115398141354
5.0,1,15.986270921102903,5.078681744484175e-6,2.47909350408032e-11,5.078706535419216e-6,0.0002506793741088068,0.00025575808064422597
5.0,1,16.17981344915628,4.830918214902078e-6,2.3988907462580678e-11,4.83094220380954e-6,0.000248006945218424,0.0002528378874222335
5.0,1,16.375699157201428,4.597645997800967e-6,2.3213645792507305e-11,4.597669211446759e-6,0.0002454994878030624,0.00025009715701450916
5.0,1,16.573956413641547,4.377940442960757e-6,2.2464219260526516e-11,4.377962907180018e-6,0.0002431546995981676,0.00024753266250534763
5.0,1,16.774613930330332,4.170938049665733e-6,2.1739731152544387e-11,4.170959789396885e-6,0.00024097040147288423,0.0002451413612622811
5.0,1,16.97770076673005,3.975832367466677e-6,2.1039317493777517e-11,3.975853406784171e-6,0.00023894453573500027,0.00024292038914178445
5.0,1,17.183246334119936,3.7918701720195727e-6,2.0362145785335948e-11,3.791890534165358e-6,0.0002370751644554653,0.00024086705498963066
5.0,1,17.391280399855642,3.618347897786238e-6,1.9707413791878087e-11,3.61836760520003e-6,0.00023536046781959765,0.0002389788354247977
5.0,1,17.601833091680096,3.4546083105423495e-6,1.9074348378254906e-11,3.4546273848907277e-6,0.0002337987425113144,0.00023725336989620515
5.0,1,17.814934902086694,3.300037403738307e-6,1.8462204393136882e-11,3.3000558659427e-6,0.00023238840013665735,0.00023568845600260006
5.0,1,18.030616692735236,3.1540573846860476e-6,1.787026359769133e-11,3.1540752549496453e-6,0.00023112796569024546,0.00023428204094519511
5.0,1,18.248909698921363,3.0161407285591457e-6,1.729783363745422e-11,3.016158026392783e-6,0.00023001607606983518,0.00023303223409622796
5.0,1,18.469845534100077,2.885782121221187e-6,1.6744247055612032e-11,2.8857988654682428e-6,0.00022905147864287303,0.00023193727750834127
5.0,1,18.693456194464044,2.7625134006293634e-6,1.620886034597652e-11,2.7625296094897095e-6,0.00022823302986721305,0.00023099555947670277
5.0,1,18.91977406357733,2.64589698222257e-6,1.5691053044008804e-11,2.645912673275614e-6,0.0002275596939706363,0.00023020560664391193
5.0,1,19.148831917065205,2.53552381661461e-6,1.519022685430959e-11,2.5355390068414645e-6,0.00022703054169039352,0.00022956608069723498
5.0,1,19.380662927360778,2.431011484971254e-6,1.4705804813058925e-11,2.431026190776067e-6,0.00022664474907495787,0.00022907577526573393
5.0,1,19.61530066850904,2.332002422797879e-6,1.423723048395202e-11,2.332016660028363e-6,0.0002264015963510034,0.00022873361301103175
5.0,1,19.852779121029126,2.2381622634593998e-6,1.3783967186234122e-11,2.238176047426586e-6,0.00022630046685595727,0.00022853864290338385
5.0,1,20.093132676835385,2.149178293343885e-6,1.3345497253496217e-11,2.1491916388411385e-6,0.00022634084603718728,0.00022849003767602842
5.0,1,20.33639614421808,2.064758011143567e-6,1.2921321321953264e-11,2.064770932464889e-6,0.00022652232052141583,0.00022858709145388072
5.0,1,20.58260475288436,1.984627784182954e-6,1.2510957646970996e-11,1.984640295140601e-6,0.0002268445772517209,0.0002288292175468615
5.0,1,20.831794159060262,1.9085315952513875e-6,1.2113941446669048e-11,1.9085437091928343e-6,0.00022730740269587168,0.0002292159464050645
5.0,1,21.084000450654496,1.8362298737986514e-6,1.1729824271469728e-11,1.836241603622923e-6,0.00022791068212459726,0.00022974692372822018
5.0,1,21.33926015248474,1.7674984057938713e-6,1.1358173398515472e-11,1.7675097639672699e-6,0.0002286543989619952,0.00023042190872596247
5.0,1,21.597610231567202,1.7021277272181767e-6,1.0998571249918603e-11,1.7021387257894266e-6,0.00022953863420665241,0.00023124077293244183
5.0,1,21.859088102470235,1.6399203866644783e-6,1.0650614833855336e-11,1.639931037279312e-6,0.00023056356592521463,0.00023220349696249394
5.0,1,22.123731632732746,1.5806928350888448e-6,1.031391520755587e-11,1.5807031490040523e-6,0.0002317294688182919,0.00023331017196729595
5.0,1,22.391579148348235,1.5242730519197363e-6,9.988096961282221e-12,1.5242830400166976e-6,0.00023303671385761852,0.00023456099689763522
5.0,1,22.662669439315206,1.4704995315547475e-6,9.672797722427561e-12,1.47050920435247e-6,0.0002344857679966282,0.00023595627720098068
5.0,1,22.937041765254776,1.4192210809305948e-6,9.367667678904177e-12,1.4192304485982738e-6,0.00023607719395302246,0.00023749642440162074
5.0,1,23.2147358610963,1.3702960299979631e-6,9.072369121025083e-12,1.370305102367084e-6,0.00023781165006344875,0.00023918195516581584
5.0,1,23.49579194283184,1.3235879877299864e-6,8.786576001118135e-12,1.3235967743059875e-6,0.00023968989021097028,0.00024101348698527626
5.0,1,23.780250713340287,1.2789833525579392e-6,8.509973510143747e-12,1.2789918625314493e-6,0.00024171276382477664,0.0002429917556873081
5.0,1,24.068153368282,1.2363545803610466e-6,8.242257670618824e-12,1.2363628226187173e-6,0.0002438812159521476,0.00024511757877476633
5.0,1,24.359541602064812,1.1955958641136357e-6,7.983134945179931e-12,1.1956038472485808e-6,0.0002461962874032117,0.0002473918912504603
5.0,1,24.65445761388227,1.1566045659869636e-6,7.732321860145818e-12,1.1566122983088238e-6,0.0002486591149671903,0.00024981572726549914
5.0,1,24.95294411382496,1.119284393664631e-6,7.489544643469416e-12,1.1192918832092744e-6,0.00025127093170174933,0.0002523902235849586
5.0,1,25.25504432906585,1.0835449873834939e-6,7.254538876493175e-12,1.0835522419223703e-6,0.0002540330672943479,0.00025511661953627027
5.0,1,25.56080201012048,1.0493015344758395e-6,7.027049158948074e-12,1.0493085615249985e-6,0.00025694694849611984,0.00025799625705764484
5.0,1,25.870261437182993,1.0164744095567706e-6,6.8068287866600495e-12,1.0164812163855573e-6,0.00026001409962804245,0.000261030580844428
5.0,1,26.18346742653881,9.849888386287388e-7,6.593639441450837e-12,9.849954322681802e-7,0.00026323614315968915,0.00026422113859195733
5.0,1,26.50046533705502,9.54774633483115e-7,6.387250892742207e-12,9.547810207340078e-7,0.00026661480036097626,0.00026756958138171024
5.0,1,26.821301076749254,9.257656979100438e-7,6.187440710392801e-12,9.257718853507542e-7,0.0002701518920263613,0.00027107766391171206
5.0,1,27.1460211094382,8.979000704099641e-7,5.993993988317829e-12,8.979060644039524e-7,0.0002738493392724169,0.00027474724533682084
5.0,1,27.47467246146649,8.711194477586962e-7,5.806703078460359e-12,8.711252544617747e-7,0.00027770916440866074,0.0002785802896631225
5.0,1,27.807302728517154,8.45369004659235e-7,5.625367334701301e-12,8.453746300265697e-7,0.0002817334918820123,0.00028257886651203884
5.0,1,28.143960082504467,8.205974820126118e-7,5.4497928663131015e-12,8.206029318054781e-7,0.0002859245492955323,0.00028674515222733776
5.0,1,28.484693278550257,7.967557074745699e-7,5.279792300578028e-12,7.967609872668705e-7,0.00029028466850100426,0.0002910814294882711
5.0,1,28.829551662044693,7.738264644027222e-7,5.115184554209117e-12,7.738315795872764e-7,0.0002948162867670668,0.00029559011834665407
5.0,1,29.17858517579254,7.516824124007213e-7,4.955794613225889e-12,7.516873681953345e-7,0.0002995219480223204,0.00030027363539051574
5.0,1,29.531844367245935,7.303673987538334e-7,4.80145332095233e-12,7.303722002071544e-7,0.00030440430417448175,0.00030513467637468893
5.0,1,29.889380395824723,7.098151591825039e-7,4.651997173818335e-12,7.098198111796778e-7,0.0003094661165061329,0.0003101759363173126
5.0,1,30.251245040325436,6.899897350657206e-7,4.507268124659231e-12,6.899942423338453e-7,0.00031471025714789716,0.00031540025139023103
5.0,1,30.617490706419957,6.70857227822145e-7,4.367113393220467e-12,6.708615949355382e-7,0.0003201397106294534,0.0003208105722243889
